"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41"
1.828439240995,3.20445262249052,2.97968730119319,4.04872175182192,4.18754489026599,4.32182711829028,4.50183867270877,5.49690386387682,5.94137409752556,4.865516512689,3.77528542159816,4.91068386393604,4.07639192185609,4.1982653502958,3.8229566202296,3.15291774198949,2.90951323530648,2.5878607670461,3.18463003984455,4.40231504062187,4.90920799558583,4.2770933639967,4.21312633284045,5.62760058535652,5.09172648615819,4.3075966414671,5.41390097900802,4.6818916899818,5.20575519413261,4.27484396012762,4.36364936245068,4.71136752405818,4.68830262459901,4.56329320048172,4.40045765338244,4.30474727124385,3.16892120551083,3.77937393058862,4.84841720652768,5.21684264845736,5.31874471157767
2.22106453559963,4.3536314062443,4.93143009423755,6.0960196262655,5.38812551516975,6.91412185436634,5.21202658416779,6.36435527632265,5.56570994574827,3.79478250452468,3.28928413783987,4.25013302978244,4.91987305539372,6.68220939425748,6.66372688378821,4.53575462227592,6.32323057329478,6.81618570838544,3.88343983594285,4.02226329925747,6.34111402157764,5.11208355580813,4.97945708842834,6.41957023900558,6.42798366533197,5.61725375688833,4.86252708393343,4.01008272160978,4.83192160119921,4.92644461748663,4.48790837305155,4.60277841230899,2.91568384295896,2.52757057338801,2.47579118815451,2.71161468441378,3.72820619185867,4.18384893777509,2.87902940464031,4.21401583034933,4.84369965382763
2.24958354229845,6.17467123564535,5.22068138522264,6.34496151476832,6.74489634178073,5.47284215650659,5.47210617496756,5.20535902657855,6.04543446578569,4.99188746763155,6.19103678711199,6.31226762304059,5.84142608788654,6.76013004332311,5.85746241812173,6.46715694346185,6.17056248277636,6.11642679458218,5.0450859740972,3.1320187763292,1.56088776197638,2.08365288402674,0.485686034116171,1.65545637819836,3.03986486850933,5.06614632812823,4.49184225962423,5.5844670787447,7.12500775582343,6.65778647197718,4.65727121651746,3.86432002812217,4.91588579622287,4.40267847263263,7.1407436590745,7.30263219398964,8.48232090377698,10.9443025112507,12.1433658668697,11.1483336918982,10.4505708265565
3.58736643200027,9.67598705728994,8.99148967447534,9.57442292612841,8.8620018144932,8.81744799800134,8.11637623514491,10.3170523359258,10.4165823477906,10.3382583948874,8.90031811979687,8.75151580823349,9.79718083397816,9.14236361427801,8.99549252936199,8.33828200328298,9.60036254628203,11.5825957437328,10.0810107039899,8.16955824254024,8.0298779012066,8.53079210310769,9.77138572742935,7.66141774063879,6.38643706232572,7.49019896701119,7.84938733775404,8.10854878433362,8.17486634379448,7.44450462008652,7.01038732843612,7.29606046757379,6.18291796096341,6.25476560647979,6.19732445801719,6.02931105348083,6.83232538017219,6.28419007883735,5.02446024599724,4.47717267688423,4.31775011413126
1.88453549156975,5.02554546673372,6.00691262852565,6.33719643281349,5.62964312903573,3.68113047887302,3.93116202488817,4.06750651022936,5.05951798479473,5.92041152503934,3.96147760404164,4.28600036271961,3.99162657642818,4.53616137006617,2.18896808646752,0.496288384430449,1.88649347656889,0.541829792917815,0.795649798912168,2.38369604752201,2.79281205702316,3.69277256547264,3.56761196739722,5.08377630732791,3.28093809491454,3.66544988201429,5.18393219186212,5.48351317040061,3.70721819018334,3.60724092348068,4.32337204775084,5.65790859880073,6.52121534382397,5.688331922204,6.46956905204869,4.4433303615748,3.06195588741297,4.31779248091574,5.8230353550715,4.86179504292577,4.95935683676251
1.78800382418254,5.03923807443151,5.74925156530662,5.05727183030218,3.58480726582549,3.43347019911829,4.08649710028704,4.42070173439837,5.62088956812245,5.5975280811873,5.10204470741499,4.87151052428689,3.84081925870661,2.83246219607148,4.20406058299046,3.68993123530936,5.50402736383584,5.24408401410116,5.60991615368841,5.85380248323389,7.22004686171804,5.10565528686723,5.42957296751957,5.87627144470812,6.19760800284098,5.4422827369907,4.85428826800278,5.58805272961607,6.25479266858248,6.93172830168112,7.39550533485491,7.0926088174703,6.65018393030858,7.81239323147035,6.5677099984066,6.26670795588668,4.12847430142843,3.39092141959672,4.04307723481071,5.59558982280246,3.08273830563525
2.11207291598283,4.05819789963398,4.65282501258718,4.53291713420589,4.09190900716831,4.06793129484635,3.37722724719614,5.87083545154814,5.14577101291038,6.54396228907553,5.53878138461641,6.70017616365523,6.01998353508915,5.64162499528063,5.81041752917903,6.51743574237742,6.01997202062649,6.84543083446541,5.31312192292058,5.07775573591292,4.53838983014204,4.5925818251229,4.40876186888211,4.950862347731,3.98633426463095,3.16051793167471,4.06191872054699,4.3682530245213,4.54102910525415,4.48011679214505,3.99243108130812,4.16121527340135,4.06220499787337,4.84702401724274,6.79614795782827,6.16508852088888,4.18711603067729,2.26001464620935,3.8077561976904,2.50546072391762,2.87002941759496
0.863482786291632,4.33025444003083,3.27596827516707,3.41613400764533,3.50611160398865,3.09175139026165,2.24454927302389,1.93442996990749,1.67722809035455,1.70499109920247,-0.302533610322247,0.396103387021192,-0.320725412590264,0.839014326746682,0.888525575541169,0.164791026075215,0.920610972914749,1.30493747812778,1.26434704747131,0.696762295075563,0.736993680409291,2.1744530429183,1.51777726732416,2.14086007679662,1.44294394545314,2.56751977593388,2.93337718454231,2.71535538405735,3.27389535344181,3.75717577089749,4.52287730300395,2.95649052586499,3.33701145707126,3.84599044842657,2.79275358847066,2.14908735666315,1.93426639868577,1.77020972464039,0.670493879349239,1.07713076608051,2.06586459156583
2.11065242427724,2.209485006624,2.26163837808097,3.10088981220277,5.38059669633985,7.92302441201606,6.40091763265762,6.83738462668386,6.10402945115385,5.91992200619718,6.20177286632333,5.66397545520268,5.4684737746765,5.29163697084267,6.24438037399067,5.07263718073335,4.52671296445741,4.27911675039228,4.36231502493201,3.98497038059034,5.06039293153329,5.06217945871878,5.52939257893855,4.81257429668409,4.47559320283233,5.47216751620449,5.98229535148489,6.10541232083515,4.48919943140972,3.84604226364391,3.69769733722381,3.67701472518875,5.65188760745632,4.58021610463453,4.50457155217534,3.69131779415343,5.65620788554852,7.63322057318008,7.42452233003976,7.71933843149989,7.9679517917952
2.44309322210243,8.86678127050328,7.36478344409835,7.24457432947113,7.70187668254296,7.19448523564868,6.23123246799718,6.65349787253998,5.85378274877731,6.38847924059976,8.70611263833715,5.87970832374555,7.56808683351967,5.06161606607506,5.34451725223208,4.49771465361253,4.72532825457693,4.78458758329163,5.14669813297059,3.79649214177282,5.96065584639325,5.86921524829094,6.98708466947169,3.42660515527077,3.38732489863114,3.3018804270983,3.54502209108657,2.8999881569737,3.14460979261269,2.69497996271863,3.87401268433665,5.05136998042193,5.7886840743132,5.87284193415246,7.03852580184737,7.53777356573864,7.51550599631679,9.01433490134796,7.91449392632267,5.9301677130246,6.46685084274069
